evidence_page,relation,source,target
,classified_as,company::r259_abbvie,industry::C
,classified_as,company::r260_newyorklifeinsurance,industry::J
,classified_as,company::r261_intel,industry::C
,classified_as,company::r262_tjx公司,industry::F
,classified_as,company::r263_novartis,industry::C
9,documents_standard_reference,report::r223_stonex集团__20240__other,standard_ref::batch_06__r223_stonex集团__20240__other__ghg_protocol
,references_standard,standard_ref::batch_06__r223_stonex集团__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_06__r223_stonex集团__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_06__r223_stonex集团__20240__other__ghg_protocol,standard_role::Accounting standard
3,documents_standard_reference,report::r224_zurichinsurancegroup__20240__sustainabilityreport,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__sbti
,references_standard,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__sbti,standard_role::Target validation guideline
5,documents_standard_reference,report::r224_zurichinsurancegroup__20240__sustainabilityreport,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
6,documents_standard_reference,report::r224_zurichinsurancegroup__20240__sustainabilityreport,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
7,documents_standard_reference,report::r224_zurichinsurancegroup__20240__sustainabilityreport,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__gri,standard_role::Disclosure standard
10,documents_standard_reference,report::r224_zurichinsurancegroup__20240__sustainabilityreport,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
13,documents_standard_reference,report::r224_zurichinsurancegroup__20240__sustainabilityreport,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__pcaf
,references_standard,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__pcaf,standard_role::Accounting standard
57,documents_standard_reference,report::r224_zurichinsurancegroup__20240__sustainabilityreport,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_06__r224_zurichinsurancegroup__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r225_bouygues__20250__sustainabilityreport,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
4,documents_standard_reference,report::r225_bouygues__20250__sustainabilityreport,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__sbti
,references_standard,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__sbti,standard_role::Target validation guideline
15,documents_standard_reference,report::r225_bouygues__20250__sustainabilityreport,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__sasb
,references_standard,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__sasb,standard_role::Disclosure guideline
15,documents_standard_reference,report::r225_bouygues__20250__sustainabilityreport,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_06__r225_bouygues__20250__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
5,documents_standard_reference,report::r227_daimlertruckholding__20240__esgreport,standard_ref::batch_06__r227_daimlertruckholding__20240__esgreport__esrs_csrd
,references_standard,standard_ref::batch_06__r227_daimlertruckholding__20240__esgreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_06__r227_daimlertruckholding__20240__esgreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_06__r227_daimlertruckholding__20240__esgreport__esrs_csrd,standard_role::Disclosure standard
4,documents_standard_reference,report::r228_inggroup__20250__climatereport,standard_ref::batch_06__r228_inggroup__20250__climatereport__esrs_csrd
,references_standard,standard_ref::batch_06__r228_inggroup__20250__climatereport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_06__r228_inggroup__20250__climatereport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_06__r228_inggroup__20250__climatereport__esrs_csrd,standard_role::Disclosure standard
5,documents_standard_reference,report::r228_inggroup__20250__climatereport,standard_ref::batch_06__r228_inggroup__20250__climatereport__sbti
,references_standard,standard_ref::batch_06__r228_inggroup__20250__climatereport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_06__r228_inggroup__20250__climatereport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_06__r228_inggroup__20250__climatereport__sbti,standard_role::Target validation guideline
12,documents_standard_reference,report::r228_inggroup__20250__climatereport,standard_ref::batch_06__r228_inggroup__20250__climatereport__pcaf
,references_standard,standard_ref::batch_06__r228_inggroup__20250__climatereport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_06__r228_inggroup__20250__climatereport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_06__r228_inggroup__20250__climatereport__pcaf,standard_role::Accounting standard
14,documents_standard_reference,report::r228_inggroup__20250__climatereport,standard_ref::batch_06__r228_inggroup__20250__climatereport__ifrs_s2
,references_standard,standard_ref::batch_06__r228_inggroup__20250__climatereport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_06__r228_inggroup__20250__climatereport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_06__r228_inggroup__20250__climatereport__ifrs_s2,standard_role::Disclosure standard
2,documents_standard_reference,report::r230_bungeglobal__20250__sustainabilityreport,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__gri
,references_standard,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r230_bungeglobal__20250__sustainabilityreport,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__sasb
,references_standard,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r230_bungeglobal__20250__sustainabilityreport,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
7,documents_standard_reference,report::r230_bungeglobal__20250__sustainabilityreport,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
21,documents_standard_reference,report::r230_bungeglobal__20250__sustainabilityreport,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__sbti
,references_standard,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_06__r230_bungeglobal__20250__sustainabilityreport__sbti,standard_role::Target validation guideline
3,documents_standard_reference,report::r231_anheuserbuschinbev__20220__sustainabilityreport,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__gri
,references_standard,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__gri,standard_role::Disclosure standard
9,documents_standard_reference,report::r231_anheuserbuschinbev__20220__sustainabilityreport,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__sasb
,references_standard,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__sasb,standard_role::Disclosure guideline
9,documents_standard_reference,report::r231_anheuserbuschinbev__20220__sustainabilityreport,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
38,documents_standard_reference,report::r231_anheuserbuschinbev__20220__sustainabilityreport,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
38,documents_standard_reference,report::r231_anheuserbuschinbev__20220__sustainabilityreport,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__sbti
,references_standard,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_06__r231_anheuserbuschinbev__20220__sustainabilityreport__sbti,standard_role::Target validation guideline
2,documents_standard_reference,report::r234_panasonicholdings__20250__sustainabilityreport,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__gri
,references_standard,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__gri,standard_role::Disclosure standard
5,documents_standard_reference,report::r234_panasonicholdings__20250__sustainabilityreport,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
11,documents_standard_reference,report::r234_panasonicholdings__20250__sustainabilityreport,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
17,documents_standard_reference,report::r234_panasonicholdings__20250__sustainabilityreport,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
155,documents_standard_reference,report::r234_panasonicholdings__20250__sustainabilityreport,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__iso_14064_3
,references_standard,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__iso_14064_3,standard::ISO 14064-3
,belongs_to_standard_family,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__iso_14064_3,standard_family::ISO assurance system
,has_standard_role,standard_ref::batch_06__r234_panasonicholdings__20250__sustainabilityreport__iso_14064_3,standard_role::Verification and assurance standard
9,documents_standard_reference,report::r235_conocophillips__20240__sustainabilityreport,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__gri,standard_role::Disclosure standard
9,documents_standard_reference,report::r235_conocophillips__20240__sustainabilityreport,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
9,documents_standard_reference,report::r235_conocophillips__20240__sustainabilityreport,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
9,documents_standard_reference,report::r235_conocophillips__20240__sustainabilityreport,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__ifrs_s2
,references_standard,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__ifrs_s2,standard_role::Disclosure standard
23,documents_standard_reference,report::r235_conocophillips__20240__sustainabilityreport,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_06__r235_conocophillips__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r236_pfizer__20240__impactreport,standard_ref::batch_06__r236_pfizer__20240__impactreport__gri
,references_standard,standard_ref::batch_06__r236_pfizer__20240__impactreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_06__r236_pfizer__20240__impactreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_06__r236_pfizer__20240__impactreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r236_pfizer__20240__impactreport,standard_ref::batch_06__r236_pfizer__20240__impactreport__sasb
,references_standard,standard_ref::batch_06__r236_pfizer__20240__impactreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_06__r236_pfizer__20240__impactreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_06__r236_pfizer__20240__impactreport__sasb,standard_role::Disclosure guideline
30,documents_standard_reference,report::r236_pfizer__20240__impactreport,standard_ref::batch_06__r236_pfizer__20240__impactreport__sbti
,references_standard,standard_ref::batch_06__r236_pfizer__20240__impactreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_06__r236_pfizer__20240__impactreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_06__r236_pfizer__20240__impactreport__sbti,standard_role::Target validation guideline
33,documents_standard_reference,report::r236_pfizer__20240__impactreport,standard_ref::batch_06__r236_pfizer__20240__impactreport__ghg_protocol
,references_standard,standard_ref::batch_06__r236_pfizer__20240__impactreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_06__r236_pfizer__20240__impactreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_06__r236_pfizer__20240__impactreport__ghg_protocol,standard_role::Accounting standard
51,documents_standard_reference,report::r236_pfizer__20240__impactreport,standard_ref::batch_06__r236_pfizer__20240__impactreport__tcfd
,references_standard,standard_ref::batch_06__r236_pfizer__20240__impactreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_06__r236_pfizer__20240__impactreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_06__r236_pfizer__20240__impactreport__tcfd,standard_role::Disclosure recommendation
2,documents_standard_reference,report::r241_tdsynnex公司__20240__other,standard_ref::batch_06__r241_tdsynnex公司__20240__other__sasb
,references_standard,standard_ref::batch_06__r241_tdsynnex公司__20240__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_06__r241_tdsynnex公司__20240__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_06__r241_tdsynnex公司__20240__other__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r241_tdsynnex公司__20240__other,standard_ref::batch_06__r241_tdsynnex公司__20240__other__tcfd
,references_standard,standard_ref::batch_06__r241_tdsynnex公司__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_06__r241_tdsynnex公司__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_06__r241_tdsynnex公司__20240__other__tcfd,standard_role::Disclosure recommendation
3,documents_standard_reference,report::r241_tdsynnex公司__20240__other,standard_ref::batch_06__r241_tdsynnex公司__20240__other__sbti
,references_standard,standard_ref::batch_06__r241_tdsynnex公司__20240__other__sbti,standard::SBTi
