evidence_page,relation,source,target
,matched_to_source,report::r220_nipponsteelcorporation__20230__sustainabilityreport,source::NIPPON sustainability report2023en.pdf
,publishes,company::r250_contemporaryamperextechnology,report::r250_contemporaryamperextechnology__20240__other
,matched_to_source,report::r250_contemporaryamperextechnology__20240__other,source::宁德时代2024年ESG报告.pdf
,publishes,company::r268_bhpgroup,report::r268_bhpgroup__20250__annualreport
,matched_to_source,report::r268_bhpgroup__20250__annualreport,source::250819_bhpannualreport2025.pdf
,publishes,company::r272_performancefoodgroup公司,report::r272_performancefoodgroup公司__20240__sustainabilityreport
,matched_to_source,report::r272_performancefoodgroup公司__20240__sustainabilityreport,source::PFG_Sustainability-Report-2024_FINAL.pdf
,publishes,company::r294_bankofmontreal,report::r294_bankofmontreal__20240__other
,matched_to_source,report::r294_bankofmontreal__20240__other,source::BMO_2024_SCR_EN_interactive.pdf
,publishes,company::r295_zffriedrichshafen,report::r295_zffriedrichshafen__nan__annualreport
,matched_to_source,report::r295_zffriedrichshafen__nan__annualreport,source::ZF_AnnualReport24.pdf
,publishes,company::r345_raízen公司,report::r345_raízen公司__nan__other
,matched_to_source,report::r345_raízen公司__nan__other,source::item-1338-raizen-rs24-25-en-d11.pdf
,publishes,company::r348_loréal,report::r348_loréal__20240__annualreport
,matched_to_source,report::r348_loréal__20240__annualreport,source::LOREAL2024AnnualReport.pdf
,publishes,company::r349_fomentoeconómicomexicano公司,report::r349_fomentoeconómicomexicano公司__20240__annualreport
,matched_to_source,report::r349_fomentoeconómicomexicano公司__20240__annualreport,source::FEMSA_2024_Annual_Report.pdf
,publishes,company::r374_lufthansagroup,report::r374_lufthansagroup__20240__other
,matched_to_source,report::r374_lufthansagroup__20240__other,source::LH-AR-2024-e.pdf
,publishes,company::r379_日本kddi电信公司,report::r379_日本kddi电信公司__20240__other
,matched_to_source,report::r379_日本kddi电信公司__20240__other,source::kddi_sir2024_e.pdf
,publishes,company::r400_gsk,report::r400_gsk__20240__other
,matched_to_source,report::r400_gsk__20240__other,source::GSK-responsible-business-performance-report-2024.pdf
,publishes,company::r456_koreagas,report::r456_koreagas__20250__sustainabilityreport
,matched_to_source,report::r456_koreagas__20250__sustainabilityreport,source::KOGAS 2025 SUSTAINABILITY REPORT(A4).pdf
,publishes,company::r500_三星candt公司,report::r500_三星candt公司__20250__sustainabilityreport
,matched_to_source,report::r500_三星candt公司__20250__sustainabilityreport,source::2025 Samsung C&T Sustainability Report.pdf
,classified_as,company::r122_carrefour,industry::F
,classified_as,company::r129_chinafawgroup,industry::C
,classified_as,company::r149_procterandgamble,industry::C
,classified_as,company::r156_uspostalservice,industry::G
,classified_as,company::r178_statebankofindia,industry::J
,classified_as,company::r181_guangzhouautomobileindustrygroup,industry::C
,classified_as,company::r197_rochegroup,industry::C
,classified_as,company::r200_bancobilbaovizcayaargentaria,industry::J
,classified_as,company::r201_koreaelectricpower,industry::I
,classified_as,company::r205_deutschebank,industry::J
,classified_as,company::r214_aluminumcorpofchina,industry::C
,classified_as,company::r220_nipponsteelcorporation,industry::C
,classified_as,company::r250_contemporaryamperextechnology,industry::C
,classified_as,company::r268_bhpgroup,industry::B
,classified_as,company::r272_performancefoodgroup公司,industry::F
,classified_as,company::r294_bankofmontreal,industry::J
,classified_as,company::r295_zffriedrichshafen,industry::C
,classified_as,company::r345_raízen公司,industry::D
,classified_as,company::r348_loréal,industry::C
,classified_as,company::r349_fomentoeconómicomexicano公司,industry::C
,classified_as,company::r374_lufthansagroup,industry::G
,classified_as,company::r379_日本kddi电信公司,industry::I
,classified_as,company::r400_gsk,industry::C
,classified_as,company::r456_koreagas,industry::I
,classified_as,company::r500_三星candt公司,industry::E
25,documents_standard_reference,report::r122_carrefour__20240__other,standard_ref::batch_12__r122_carrefour__20240__other__esrs_csrd
,references_standard,standard_ref::batch_12__r122_carrefour__20240__other__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_12__r122_carrefour__20240__other__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_12__r122_carrefour__20240__other__esrs_csrd,standard_role::Disclosure standard
92,documents_standard_reference,report::r122_carrefour__20240__other,standard_ref::batch_12__r122_carrefour__20240__other__tcfd
,references_standard,standard_ref::batch_12__r122_carrefour__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_12__r122_carrefour__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_12__r122_carrefour__20240__other__tcfd,standard_role::Disclosure recommendation
93,documents_standard_reference,report::r122_carrefour__20240__other,standard_ref::batch_12__r122_carrefour__20240__other__ghg_protocol
,references_standard,standard_ref::batch_12__r122_carrefour__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_12__r122_carrefour__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_12__r122_carrefour__20240__other__ghg_protocol,standard_role::Accounting standard
93,documents_standard_reference,report::r122_carrefour__20240__other,standard_ref::batch_12__r122_carrefour__20240__other__sbti
,references_standard,standard_ref::batch_12__r122_carrefour__20240__other__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_12__r122_carrefour__20240__other__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_12__r122_carrefour__20240__other__sbti,standard_role::Target validation guideline
266,documents_standard_reference,report::r122_carrefour__20240__other,standard_ref::batch_12__r122_carrefour__20240__other__gri
,references_standard,standard_ref::batch_12__r122_carrefour__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r122_carrefour__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r122_carrefour__20240__other__gri,standard_role::Disclosure standard
266,documents_standard_reference,report::r122_carrefour__20240__other,standard_ref::batch_12__r122_carrefour__20240__other__sasb
,references_standard,standard_ref::batch_12__r122_carrefour__20240__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_12__r122_carrefour__20240__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_12__r122_carrefour__20240__other__sasb,standard_role::Disclosure guideline
15,documents_standard_reference,report::r149_procterandgamble__20240__annualreport,standard_ref::batch_12__r149_procterandgamble__20240__annualreport__gri
,references_standard,standard_ref::batch_12__r149_procterandgamble__20240__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r149_procterandgamble__20240__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r149_procterandgamble__20240__annualreport__gri,standard_role::Disclosure standard
15,documents_standard_reference,report::r149_procterandgamble__20240__annualreport,standard_ref::batch_12__r149_procterandgamble__20240__annualreport__tcfd
,references_standard,standard_ref::batch_12__r149_procterandgamble__20240__annualreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_12__r149_procterandgamble__20240__annualreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_12__r149_procterandgamble__20240__annualreport__tcfd,standard_role::Disclosure recommendation
47,documents_standard_reference,report::r181_guangzhouautomobileindustrygroup__20240__other,standard_ref::batch_12__r181_guangzhouautomobileindustrygroup__20240__other__gri
,references_standard,standard_ref::batch_12__r181_guangzhouautomobileindustrygroup__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r181_guangzhouautomobileindustrygroup__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r181_guangzhouautomobileindustrygroup__20240__other__gri,standard_role::Disclosure standard
92,documents_standard_reference,report::r181_guangzhouautomobileindustrygroup__20240__other,standard_ref::batch_12__r181_guangzhouautomobileindustrygroup__20240__other__ifrs_s2
,references_standard,standard_ref::batch_12__r181_guangzhouautomobileindustrygroup__20240__other__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_12__r181_guangzhouautomobileindustrygroup__20240__other__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_12__r181_guangzhouautomobileindustrygroup__20240__other__ifrs_s2,standard_role::Disclosure standard
17,documents_standard_reference,report::r197_rochegroup__20240__annualreport,standard_ref::batch_12__r197_rochegroup__20240__annualreport__tcfd
,references_standard,standard_ref::batch_12__r197_rochegroup__20240__annualreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_12__r197_rochegroup__20240__annualreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_12__r197_rochegroup__20240__annualreport__tcfd,standard_role::Disclosure recommendation
21,documents_standard_reference,report::r197_rochegroup__20240__annualreport,standard_ref::batch_12__r197_rochegroup__20240__annualreport__sbti
,references_standard,standard_ref::batch_12__r197_rochegroup__20240__annualreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_12__r197_rochegroup__20240__annualreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_12__r197_rochegroup__20240__annualreport__sbti,standard_role::Target validation guideline
30,documents_standard_reference,report::r197_rochegroup__20240__annualreport,standard_ref::batch_12__r197_rochegroup__20240__annualreport__esrs_csrd
,references_standard,standard_ref::batch_12__r197_rochegroup__20240__annualreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_12__r197_rochegroup__20240__annualreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_12__r197_rochegroup__20240__annualreport__esrs_csrd,standard_role::Disclosure standard
34,documents_standard_reference,report::r197_rochegroup__20240__annualreport,standard_ref::batch_12__r197_rochegroup__20240__annualreport__gri
,references_standard,standard_ref::batch_12__r197_rochegroup__20240__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r197_rochegroup__20240__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r197_rochegroup__20240__annualreport__gri,standard_role::Disclosure standard
31,documents_standard_reference,report::r200_bancobilbaovizcayaargentaria__20240__annualreport,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__esrs_csrd
,references_standard,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__esrs_csrd,standard_role::Disclosure standard
35,documents_standard_reference,report::r200_bancobilbaovizcayaargentaria__20240__annualreport,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__gri
,references_standard,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__gri,standard_role::Disclosure standard
43,documents_standard_reference,report::r200_bancobilbaovizcayaargentaria__20240__annualreport,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__sasb
,references_standard,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__sasb,standard_role::Disclosure guideline
75,documents_standard_reference,report::r200_bancobilbaovizcayaargentaria__20240__annualreport,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__tcfd
,references_standard,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__tcfd,standard_role::Disclosure recommendation
75,documents_standard_reference,report::r200_bancobilbaovizcayaargentaria__20240__annualreport,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__ifrs_s2
,references_standard,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__ifrs_s2,standard_role::Disclosure standard
76,documents_standard_reference,report::r200_bancobilbaovizcayaargentaria__20240__annualreport,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__pcaf
,references_standard,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__pcaf,standard_role::Accounting standard
111,documents_standard_reference,report::r200_bancobilbaovizcayaargentaria__20240__annualreport,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__ghg_protocol
,references_standard,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_12__r200_bancobilbaovizcayaargentaria__20240__annualreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r201_koreaelectricpower__20240__sustainabilityreport,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r201_koreaelectricpower__20240__sustainabilityreport,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
28,documents_standard_reference,report::r201_koreaelectricpower__20240__sustainabilityreport,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
180,documents_standard_reference,report::r201_koreaelectricpower__20240__sustainabilityreport,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__ifrs_s2
,references_standard,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_12__r201_koreaelectricpower__20240__sustainabilityreport__ifrs_s2,standard_role::Disclosure standard
12,documents_standard_reference,report::r205_deutschebank__20240__annualreport,standard_ref::batch_12__r205_deutschebank__20240__annualreport__esrs_csrd
,references_standard,standard_ref::batch_12__r205_deutschebank__20240__annualreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_12__r205_deutschebank__20240__annualreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_12__r205_deutschebank__20240__annualreport__esrs_csrd,standard_role::Disclosure standard
225,documents_standard_reference,report::r205_deutschebank__20240__annualreport,standard_ref::batch_12__r205_deutschebank__20240__annualreport__gri
,references_standard,standard_ref::batch_12__r205_deutschebank__20240__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r205_deutschebank__20240__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r205_deutschebank__20240__annualreport__gri,standard_role::Disclosure standard
261,documents_standard_reference,report::r205_deutschebank__20240__annualreport,standard_ref::batch_12__r205_deutschebank__20240__annualreport__sbti
,references_standard,standard_ref::batch_12__r205_deutschebank__20240__annualreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_12__r205_deutschebank__20240__annualreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_12__r205_deutschebank__20240__annualreport__sbti,standard_role::Target validation guideline
304,documents_standard_reference,report::r205_deutschebank__20240__annualreport,standard_ref::batch_12__r205_deutschebank__20240__annualreport__pcaf
,references_standard,standard_ref::batch_12__r205_deutschebank__20240__annualreport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_12__r205_deutschebank__20240__annualreport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_12__r205_deutschebank__20240__annualreport__pcaf,standard_role::Accounting standard
315,documents_standard_reference,report::r205_deutschebank__20240__annualreport,standard_ref::batch_12__r205_deutschebank__20240__annualreport__tcfd
,references_standard,standard_ref::batch_12__r205_deutschebank__20240__annualreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_12__r205_deutschebank__20240__annualreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_12__r205_deutschebank__20240__annualreport__tcfd,standard_role::Disclosure recommendation
2,documents_standard_reference,report::r220_nipponsteelcorporation__20230__sustainabilityreport,standard_ref::batch_12__r220_nipponsteelcorporation__20230__sustainabilityreport__gri
,references_standard,standard_ref::batch_12__r220_nipponsteelcorporation__20230__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r220_nipponsteelcorporation__20230__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r220_nipponsteelcorporation__20230__sustainabilityreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r220_nipponsteelcorporation__20230__sustainabilityreport,standard_ref::batch_12__r220_nipponsteelcorporation__20230__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_12__r220_nipponsteelcorporation__20230__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_12__r220_nipponsteelcorporation__20230__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_12__r220_nipponsteelcorporation__20230__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
3,documents_standard_reference,report::r250_contemporaryamperextechnology__20240__other,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gri
,references_standard,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gri,standard_role::Disclosure standard
11,documents_standard_reference,report::r250_contemporaryamperextechnology__20240__other,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__esrs_csrd
,references_standard,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__esrs_csrd,standard_role::Disclosure standard
37,documents_standard_reference,report::r250_contemporaryamperextechnology__20240__other,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__tcfd
,references_standard,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__tcfd,standard_role::Disclosure recommendation
37,documents_standard_reference,report::r250_contemporaryamperextechnology__20240__other,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__ifrs_s2
,references_standard,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__ifrs_s2,standard_role::Disclosure standard
43,documents_standard_reference,report::r250_contemporaryamperextechnology__20240__other,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__iso_14064
,references_standard,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__iso_14064,standard::ISO 14064
,belongs_to_standard_family,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__iso_14064,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__iso_14064,standard_role::Guideline
43,documents_standard_reference,report::r250_contemporaryamperextechnology__20240__other,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__iso_14067
,references_standard,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__iso_14067,standard::ISO 14067
,belongs_to_standard_family,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__iso_14067,standard_family::ISO product carbon standard
,has_standard_role,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__iso_14067,standard_role::Methodology standard
64,documents_standard_reference,report::r250_contemporaryamperextechnology__20240__other,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gb_t_2589_2020
,references_standard,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gb_t_2589_2020,standard::GB/T 2589-2020
,belongs_to_standard_family,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gb_t_2589_2020,standard_family::Chinese national standard system
,has_standard_role,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gb_t_2589_2020,standard_role::Measurement standard
64,documents_standard_reference,report::r250_contemporaryamperextechnology__20240__other,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gb_t_32150_2015
,references_standard,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gb_t_32150_2015,standard::GB/T 32150-2015
,belongs_to_standard_family,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gb_t_32150_2015,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_12__r250_contemporaryamperextechnology__20240__other__gb_t_32150_2015,standard_role::Guideline
31,documents_standard_reference,report::r268_bhpgroup__20250__annualreport,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__gri
,references_standard,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__gri,standard_role::Disclosure standard
31,documents_standard_reference,report::r268_bhpgroup__20250__annualreport,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__sasb
,references_standard,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__sasb,standard_role::Disclosure guideline
31,documents_standard_reference,report::r268_bhpgroup__20250__annualreport,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__tcfd
,references_standard,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__tcfd,standard_role::Disclosure recommendation
51,documents_standard_reference,report::r268_bhpgroup__20250__annualreport,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__ghg_protocol
,references_standard,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_12__r268_bhpgroup__20250__annualreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r272_performancefoodgroup公司__20240__sustainabilityreport,standard_ref::batch_12__r272_performancefoodgroup公司__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_12__r272_performancefoodgroup公司__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_12__r272_performancefoodgroup公司__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_12__r272_performancefoodgroup公司__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r272_performancefoodgroup公司__20240__sustainabilityreport,standard_ref::batch_12__r272_performancefoodgroup公司__20240__sustainabilityreport__tcfd
