activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank,batch_id
Value-chain activities,Validation,,,,,,178,,,,batch_12__r374_lufthansagroup__20240__other__p178__scope_3__1443,,methodology::batch_12__r374_lufthansagroup__20240__other__p178__scope_3__1443,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Derived data,179,,,,batch_12__r374_lufthansagroup__20240__other__p179__scope_3__1444,,methodology::batch_12__r374_lufthansagroup__20240__other__p179__scope_3__1444,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Value-chain activities,Report disclosure,,,,,Derived data,179,,,,batch_12__r374_lufthansagroup__20240__other__p179__scope_3__1445,,methodology::batch_12__r374_lufthansagroup__20240__other__p179__scope_3__1445,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1446,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1446,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Waste in operations,Report disclosure,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1447,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1447,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Business travel,Report disclosure,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1448,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1448,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Value-chain activities,Report disclosure,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1449,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1449,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1450,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1450,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1451,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1451,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1452,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1452,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1453,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1453,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1454,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1454,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Derived data,34,,,,batch_12__r374_lufthansagroup__20240__other__p34__inventory__1455,,methodology::batch_12__r374_lufthansagroup__20240__other__p34__inventory__1455,MethodologyFact,,,seed_batch_12,,,,,batch_12
Mobile emission source,Validation,,,,,,59,,,,batch_12__r374_lufthansagroup__20240__other__p59__inventory__1456,,methodology::batch_12__r374_lufthansagroup__20240__other__p59__inventory__1456,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,75,,,,batch_12__r374_lufthansagroup__20240__other__p75__inventory__1457,,methodology::batch_12__r374_lufthansagroup__20240__other__p75__inventory__1457,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,86,,,,batch_12__r374_lufthansagroup__20240__other__p86__inventory__1458,,methodology::batch_12__r374_lufthansagroup__20240__other__p86__inventory__1458,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Derived data,113,,,,batch_12__r374_lufthansagroup__20240__other__p113__inventory__1459,,methodology::batch_12__r374_lufthansagroup__20240__other__p113__inventory__1459,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,140,,,,batch_12__r374_lufthansagroup__20240__other__p140__inventory__1460,,methodology::batch_12__r374_lufthansagroup__20240__other__p140__inventory__1460,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,141,,,,batch_12__r374_lufthansagroup__20240__other__p141__inventory__1461,,methodology::batch_12__r374_lufthansagroup__20240__other__p141__inventory__1461,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Primary data,152,,,,batch_12__r374_lufthansagroup__20240__other__p152__inventory__1462,,methodology::batch_12__r374_lufthansagroup__20240__other__p152__inventory__1462,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Derived data,154,,,,batch_12__r374_lufthansagroup__20240__other__p154__inventory__1463,,methodology::batch_12__r374_lufthansagroup__20240__other__p154__inventory__1463,MethodologyFact,,,seed_batch_12,,,,,batch_12
Mobile emission source,Verification,,,,,,167,,,,batch_12__r374_lufthansagroup__20240__other__p167__inventory__1464,,methodology::batch_12__r374_lufthansagroup__20240__other__p167__inventory__1464,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Primary data,174,,,,batch_12__r374_lufthansagroup__20240__other__p174__inventory__1465,,methodology::batch_12__r374_lufthansagroup__20240__other__p174__inventory__1465,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,175,,,,batch_12__r374_lufthansagroup__20240__other__p175__scope_1__1466,,methodology::batch_12__r374_lufthansagroup__20240__other__p175__scope_1__1466,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
Mobile emission source,Report disclosure,,,,,Estimated data,175,,,,batch_12__r374_lufthansagroup__20240__other__p175__scope_1__1467,,methodology::batch_12__r374_lufthansagroup__20240__other__p175__scope_1__1467,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Validation,,,,,Primary data,176,,,,batch_12__r374_lufthansagroup__20240__other__p176__scope_1__1468,,methodology::batch_12__r374_lufthansagroup__20240__other__p176__scope_1__1468,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Report disclosure,,,,,Primary data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__inventory__1469,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__inventory__1469,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Estimated data,178,,,,batch_12__r374_lufthansagroup__20240__other__p178__scope_1__1470,,methodology::batch_12__r374_lufthansagroup__20240__other__p178__scope_1__1470,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Validation,,,,,Estimated data,178,,,,batch_12__r374_lufthansagroup__20240__other__p178__scope_1__1471,,methodology::batch_12__r374_lufthansagroup__20240__other__p178__scope_1__1471,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Validation,,,,,Estimated data,178,,,,batch_12__r374_lufthansagroup__20240__other__p178__scope_3__1472,,methodology::batch_12__r374_lufthansagroup__20240__other__p178__scope_3__1472,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Validation,,,,,Estimated data,178,,,,batch_12__r374_lufthansagroup__20240__other__p178__scope_3__1473,,methodology::batch_12__r374_lufthansagroup__20240__other__p178__scope_3__1473,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Validation,,,,,Estimated data,179,,,,batch_12__r374_lufthansagroup__20240__other__p179__inventory__1474,,methodology::batch_12__r374_lufthansagroup__20240__other__p179__inventory__1474,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1475,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1475,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Waste in operations,Validation,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1476,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1476,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Business travel,Validation,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1477,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1477,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Value-chain activities,Validation,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1478,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1478,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Validation,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1479,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1479,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Validation,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1480,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1480,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Validation,,,,,Primary data,180,,,,batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1481,,methodology::batch_12__r374_lufthansagroup__20240__other__p180__scope_3__1481,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Primary data,181,,,,batch_12__r374_lufthansagroup__20240__other__p181__inventory__1482,,methodology::batch_12__r374_lufthansagroup__20240__other__p181__inventory__1482,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Primary data,182,,,,batch_12__r374_lufthansagroup__20240__other__p182__inventory__1483,,methodology::batch_12__r374_lufthansagroup__20240__other__p182__inventory__1483,MethodologyFact,,,seed_batch_12,,,,,batch_12
Process emissions,Validation,,,,,Primary data,182,,,,batch_12__r374_lufthansagroup__20240__other__p182__inventory__1484,,methodology::batch_12__r374_lufthansagroup__20240__other__p182__inventory__1484,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,192,,,,batch_12__r374_lufthansagroup__20240__other__p192__inventory__1485,,methodology::batch_12__r374_lufthansagroup__20240__other__p192__inventory__1485,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,195,,,,batch_12__r374_lufthansagroup__20240__other__p195__inventory__1486,,methodology::batch_12__r374_lufthansagroup__20240__other__p195__inventory__1486,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,210,,,,batch_12__r374_lufthansagroup__20240__other__p210__inventory__1487,,methodology::batch_12__r374_lufthansagroup__20240__other__p210__inventory__1487,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Primary data,217,,,,batch_12__r374_lufthansagroup__20240__other__p217__inventory__1488,,methodology::batch_12__r374_lufthansagroup__20240__other__p217__inventory__1488,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Primary data,218,,,,batch_12__r374_lufthansagroup__20240__other__p218__inventory__1489,,methodology::batch_12__r374_lufthansagroup__20240__other__p218__inventory__1489,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Primary data,219,,,,batch_12__r374_lufthansagroup__20240__other__p219__inventory__1490,,methodology::batch_12__r374_lufthansagroup__20240__other__p219__inventory__1490,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,220,,,,batch_12__r374_lufthansagroup__20240__other__p220__inventory__1491,,methodology::batch_12__r374_lufthansagroup__20240__other__p220__inventory__1491,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,229,,,,batch_12__r374_lufthansagroup__20240__other__p229__inventory__1492,,methodology::batch_12__r374_lufthansagroup__20240__other__p229__inventory__1492,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Validation,,,,,Primary data,233,,,,batch_12__r374_lufthansagroup__20240__other__p233__inventory__1493,,methodology::batch_12__r374_lufthansagroup__20240__other__p233__inventory__1493,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,250,,,,batch_12__r374_lufthansagroup__20240__other__p250__inventory__1494,,methodology::batch_12__r374_lufthansagroup__20240__other__p250__inventory__1494,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,251,,,,batch_12__r374_lufthansagroup__20240__other__p251__inventory__1495,,methodology::batch_12__r374_lufthansagroup__20240__other__p251__inventory__1495,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,252,,,,batch_12__r374_lufthansagroup__20240__other__p252__inventory__1496,,methodology::batch_12__r374_lufthansagroup__20240__other__p252__inventory__1496,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,255,,,,batch_12__r374_lufthansagroup__20240__other__p255__inventory__1497,,methodology::batch_12__r374_lufthansagroup__20240__other__p255__inventory__1497,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,256,,,,batch_12__r374_lufthansagroup__20240__other__p256__inventory__1498,,methodology::batch_12__r374_lufthansagroup__20240__other__p256__inventory__1498,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,257,,,,batch_12__r374_lufthansagroup__20240__other__p257__inventory__1499,,methodology::batch_12__r374_lufthansagroup__20240__other__p257__inventory__1499,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,258,,,,batch_12__r374_lufthansagroup__20240__other__p258__inventory__1500,,methodology::batch_12__r374_lufthansagroup__20240__other__p258__inventory__1500,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,265,,,,batch_12__r374_lufthansagroup__20240__other__p265__inventory__1501,,methodology::batch_12__r374_lufthansagroup__20240__other__p265__inventory__1501,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,269,,,,batch_12__r374_lufthansagroup__20240__other__p269__inventory__1502,,methodology::batch_12__r374_lufthansagroup__20240__other__p269__inventory__1502,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,291,,,,batch_12__r374_lufthansagroup__20240__other__p291__inventory__1503,,methodology::batch_12__r374_lufthansagroup__20240__other__p291__inventory__1503,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,294,,,,batch_12__r374_lufthansagroup__20240__other__p294__inventory__1504,,methodology::batch_12__r374_lufthansagroup__20240__other__p294__inventory__1504,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,298,,,,batch_12__r374_lufthansagroup__20240__other__p298__inventory__1505,,methodology::batch_12__r374_lufthansagroup__20240__other__p298__inventory__1505,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,299,,,,batch_12__r374_lufthansagroup__20240__other__p299__inventory__1506,,methodology::batch_12__r374_lufthansagroup__20240__other__p299__inventory__1506,MethodologyFact,,,seed_batch_12,,,,,batch_12
Mobile emission source,Report disclosure,,,,,Derived data,299,,,,batch_12__r374_lufthansagroup__20240__other__p299__inventory__1507,,methodology::batch_12__r374_lufthansagroup__20240__other__p299__inventory__1507,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,307,,,,batch_12__r374_lufthansagroup__20240__other__p307__inventory__1508,,methodology::batch_12__r374_lufthansagroup__20240__other__p307__inventory__1508,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,321,,,,batch_12__r374_lufthansagroup__20240__other__p321__inventory__1509,,methodology::batch_12__r374_lufthansagroup__20240__other__p321__inventory__1509,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,348,,,,batch_12__r374_lufthansagroup__20240__other__p348__inventory__1510,,methodology::batch_12__r374_lufthansagroup__20240__other__p348__inventory__1510,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,395,,,,batch_12__r374_lufthansagroup__20240__other__p395__inventory__1511,,methodology::batch_12__r374_lufthansagroup__20240__other__p395__inventory__1511,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,395,,,,batch_12__r374_lufthansagroup__20240__other__p395__inventory__1512,,methodology::batch_12__r374_lufthansagroup__20240__other__p395__inventory__1512,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,,122,,,,batch_12__r374_lufthansagroup__20240__other__p122__scope_1__1513,,methodology::batch_12__r374_lufthansagroup__20240__other__p122__scope_1__1513,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Validation,Market-based,,,,,161,,,,batch_12__r374_lufthansagroup__20240__other__p161__scope_1__1514,,methodology::batch_12__r374_lufthansagroup__20240__other__p161__scope_1__1514,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Validation,Market-based,,,,,161,,,,batch_12__r374_lufthansagroup__20240__other__p161__scope_1__1515,,methodology::batch_12__r374_lufthansagroup__20240__other__p161__scope_1__1515,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Validation,Market-based,,,,,161,,,,batch_12__r374_lufthansagroup__20240__other__p161__scope_2__1516,,methodology::batch_12__r374_lufthansagroup__20240__other__p161__scope_2__1516,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
,Validation,Market-based,,,,,161,,,,batch_12__r374_lufthansagroup__20240__other__p161__scope_2__1517,,methodology::batch_12__r374_lufthansagroup__20240__other__p161__scope_2__1517,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
,Validation,Market-based,,,,,161,,,,batch_12__r374_lufthansagroup__20240__other__p161__scope_3__1518,,methodology::batch_12__r374_lufthansagroup__20240__other__p161__scope_3__1518,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Validation,Market-based,,,,,161,,,,batch_12__r374_lufthansagroup__20240__other__p161__scope_3__1519,,methodology::batch_12__r374_lufthansagroup__20240__other__p161__scope_3__1519,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Validation,,,,,Estimated data,176,,,,batch_12__r374_lufthansagroup__20240__other__p176__scope_1__1520,,methodology::batch_12__r374_lufthansagroup__20240__other__p176__scope_1__1520,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Report disclosure,,,,,Derived data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__scope_1__1521,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__scope_1__1521,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
Value-chain activities,Report disclosure,,,,,Derived data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__scope_1__1522,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__scope_1__1522,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Report disclosure,,,,,Derived data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__scope_1__1523,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__scope_1__1523,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Report disclosure,,,,,Derived data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__scope_2__1524,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__scope_2__1524,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
Value-chain activities,Report disclosure,,,,,Derived data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__scope_2__1525,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__scope_2__1525,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
,Report disclosure,,,,,Derived data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__scope_2__1526,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__scope_2__1526,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
,Report disclosure,,,,,Derived data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__scope_3__1527,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__scope_3__1527,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Value-chain activities,Report disclosure,,,,,Derived data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__scope_3__1528,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__scope_3__1528,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Derived data,177,,,,batch_12__r374_lufthansagroup__20240__other__p177__scope_3__1529,,methodology::batch_12__r374_lufthansagroup__20240__other__p177__scope_3__1529,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Value-chain activities,Report disclosure,,,,,,178,,,,batch_12__r374_lufthansagroup__20240__other__p178__scope_1__1530,,methodology::batch_12__r374_lufthansagroup__20240__other__p178__scope_1__1530,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
Value-chain activities,Report disclosure,,,,,,178,,,,batch_12__r374_lufthansagroup__20240__other__p178__scope_2__1531,,methodology::batch_12__r374_lufthansagroup__20240__other__p178__scope_2__1531,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
Value-chain activities,Report disclosure,,,,,,178,,,,batch_12__r374_lufthansagroup__20240__other__p178__scope_3__1532,,methodology::batch_12__r374_lufthansagroup__20240__other__p178__scope_3__1532,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Validation,,,,,Estimated data,179,,,,batch_12__r374_lufthansagroup__20240__other__p179__scope_3__1533,,methodology::batch_12__r374_lufthansagroup__20240__other__p179__scope_3__1533,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Purchased electricity,Report disclosure,,,,,,61,,,,batch_12__r379_日本kddi电信公司__20240__other__p61__scope_1__1534,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p61__scope_1__1534,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Report disclosure,,,,,,61,,,,batch_12__r379_日本kddi电信公司__20240__other__p61__scope_1__1535,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p61__scope_1__1535,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
Purchased electricity,Report disclosure,,,,,,61,,,,batch_12__r379_日本kddi电信公司__20240__other__p61__scope_2__1536,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p61__scope_2__1536,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
,Report disclosure,,,,,,61,,,,batch_12__r379_日本kddi电信公司__20240__other__p61__scope_2__1537,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p61__scope_2__1537,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
Purchased electricity,Report disclosure,,,,,,61,,,,batch_12__r379_日本kddi电信公司__20240__other__p61__scope_3__1538,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p61__scope_3__1538,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,,61,,,,batch_12__r379_日本kddi电信公司__20240__other__p61__scope_3__1539,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p61__scope_3__1539,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
,Report disclosure,,,,,Derived data,23,,,,batch_12__r379_日本kddi电信公司__20240__other__p23__inventory__1540,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p23__inventory__1540,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,33,,,,batch_12__r379_日本kddi电信公司__20240__other__p33__inventory__1541,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p33__inventory__1541,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,34,,,,batch_12__r379_日本kddi电信公司__20240__other__p34__scope_2__1542,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p34__scope_2__1542,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
,Report disclosure,,,,,Derived data,45,,,,batch_12__r379_日本kddi电信公司__20240__other__p45__inventory__1543,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p45__inventory__1543,MethodologyFact,,,seed_batch_12,,,,,batch_12
Process emissions,Report disclosure,,,,,Derived data,45,,,,batch_12__r379_日本kddi电信公司__20240__other__p45__inventory__1544,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p45__inventory__1544,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Estimated data,47,,,,batch_12__r379_日本kddi电信公司__20240__other__p47__inventory__1545,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p47__inventory__1545,MethodologyFact,,,seed_batch_12,,,,,batch_12
,Report disclosure,,,,,Derived data,61,,,,batch_12__r379_日本kddi电信公司__20240__other__p61__inventory__1546,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p61__inventory__1546,MethodologyFact,,,seed_batch_12,,,,,batch_12
Value-chain activities,Report disclosure,,,,,,32,,,,batch_12__r379_日本kddi电信公司__20240__other__p32__scope_3__1547,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p32__scope_3__1547,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Value-chain activities,Report disclosure,,,,,,34,,,,batch_12__r379_日本kddi电信公司__20240__other__p34__scope_1__1548,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p34__scope_1__1548,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
Value-chain activities,Report disclosure,,,,,,34,,,,batch_12__r379_日本kddi电信公司__20240__other__p34__scope_2__1549,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p34__scope_2__1549,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
Value-chain activities,Report disclosure,,,,,,34,,,,batch_12__r379_日本kddi电信公司__20240__other__p34__scope_3__1550,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p34__scope_3__1550,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Purchased electricity,Report disclosure,,,,,,61,,,,batch_12__r379_日本kddi电信公司__20240__other__p61__scope_1__1551,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p61__scope_1__1551,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
Purchased electricity,Report disclosure,,,,,,61,,,,batch_12__r379_日本kddi电信公司__20240__other__p61__scope_2__1552,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p61__scope_2__1552,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
,Assurance,Market-based,,,,,64,,,,batch_12__r379_日本kddi电信公司__20240__other__p64__scope_1__1553,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p64__scope_1__1553,MethodologyFact,,,seed_batch_12,Scope 1,,,,batch_12
,Assurance,Market-based,,,,,64,,,,batch_12__r379_日本kddi电信公司__20240__other__p64__scope_2__1554,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p64__scope_2__1554,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
,Assurance,Market-based,,,,,64,,,,batch_12__r379_日本kddi电信公司__20240__other__p64__scope_3__1555,,methodology::batch_12__r379_日本kddi电信公司__20240__other__p64__scope_3__1555,MethodologyFact,,,seed_batch_12,Scope 3,,,,batch_12
Mobile emission source,Assurance,,,,,,6,,,,batch_12__r400_gsk__20240__other__p6__scope_2__1556,,methodology::batch_12__r400_gsk__20240__other__p6__scope_2__1556,MethodologyFact,,,seed_batch_12,Scope 2,,,,batch_12
