confidence_level,evidence_page,relation,review_status,section_role,source,target,batch_id
,,has_scope3_category,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p32_scope_3_0078,scope3::7_0,batch_09
medium,32,documents_methodology,seed_batch_09,,report::r406_suzukimotor__20240__sustainabilityreport,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p32_scope_3_0079,batch_09
,,for_scope,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p32_scope_3_0079,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p32_scope_3_0079,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p32_scope_3_0079,scope3::9_0,batch_09
medium,32,documents_methodology,seed_batch_09,,report::r406_suzukimotor__20240__sustainabilityreport,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p32_scope_3_0080,batch_09
,,for_scope,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p32_scope_3_0080,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p32_scope_3_0080,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p32_scope_3_0080,scope3::11_0,batch_09
medium,200,documents_methodology,seed_batch_09,,report::r406_suzukimotor__20240__sustainabilityreport,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p200_scope_3_0094,batch_09
,,for_scope,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p200_scope_3_0094,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p200_scope_3_0094,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p200_scope_3_0094,scope3::1_0,batch_09
medium,200,documents_methodology,seed_batch_09,,report::r406_suzukimotor__20240__sustainabilityreport,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p200_scope_3_0095,batch_09
,,for_scope,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p200_scope_3_0095,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p200_scope_3_0095,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p200_scope_3_0095,scope3::11_0,batch_09
medium,33,documents_methodology,seed_batch_09,,report::r406_suzukimotor__20240__sustainabilityreport,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p33_scope_3_0096,batch_09
,,for_scope,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p33_scope_3_0096,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p33_scope_3_0096,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p33_scope_3_0096,scope3::1_0,batch_09
medium,33,documents_methodology,seed_batch_09,,report::r406_suzukimotor__20240__sustainabilityreport,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p33_scope_3_0097,batch_09
,,for_scope,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p33_scope_3_0097,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p33_scope_3_0097,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p33_scope_3_0097,scope3::11_0,batch_09
medium,178,documents_methodology,seed_batch_09,,report::r406_suzukimotor__20240__sustainabilityreport,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p178_scope_3_0098,batch_09
,,for_scope,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p178_scope_3_0098,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p178_scope_3_0098,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p178_scope_3_0098,scope3::1_0,batch_09
medium,178,documents_methodology,seed_batch_09,,report::r406_suzukimotor__20240__sustainabilityreport,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p178_scope_3_0099,batch_09
,,for_scope,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p178_scope_3_0099,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p178_scope_3_0099,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r406_suzukimotor_20240_sustainabilityreport_p178_scope_3_0099,scope3::11_0,batch_09
medium,96,documents_methodology,seed_batch_09,,report::r407_haiersmarthome__20240__other,methodology::batch_09_r407_haiersmarthome_20240_other_p96_inventory_0104,batch_09
,,has_assurance_stage,,,methodology::batch_09_r407_haiersmarthome_20240_other_p96_inventory_0104,assurance::validation,batch_09
,,has_scope3_category,,,methodology::batch_09_r407_haiersmarthome_20240_other_p96_inventory_0104,scope3::15_0,batch_09
medium,45,documents_methodology,seed_batch_09,,report::r409_laposte__20240__esgreport,methodology::batch_09_r409_laposte_20240_esgreport_p45_scope_2_0105,batch_09
,,for_scope,,,methodology::batch_09_r409_laposte_20240_esgreport_p45_scope_2_0105,scope::scope_2,batch_09
,,has_assurance_stage,,,methodology::batch_09_r409_laposte_20240_esgreport_p45_scope_2_0105,assurance::report_disclosure,batch_09
,,has_calculation_method,,,methodology::batch_09_r409_laposte_20240_esgreport_p45_scope_2_0105,calc_method::market_based,batch_09
medium,45,documents_methodology,seed_batch_09,,report::r409_laposte__20240__esgreport,methodology::batch_09_r409_laposte_20240_esgreport_p45_scope_2_0106,batch_09
,,for_scope,,,methodology::batch_09_r409_laposte_20240_esgreport_p45_scope_2_0106,scope::scope_2,batch_09
,,has_assurance_stage,,,methodology::batch_09_r409_laposte_20240_esgreport_p45_scope_2_0106,assurance::report_disclosure,batch_09
,,has_calculation_method,,,methodology::batch_09_r409_laposte_20240_esgreport_p45_scope_2_0106,calc_method::location_based,batch_09
medium,10,documents_methodology,seed_batch_09,,report::r413_honeywellinternational__20250__impactreport,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p10_inventory_0107,batch_09
,,has_assurance_stage,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p10_inventory_0107,assurance::report_disclosure,batch_09
,,has_activity_category,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p10_inventory_0107,activity::fugitive_emissions,batch_09
,,has_activity_standard_category,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p10_inventory_0107,activity_standard::fugitive_emissions,batch_09
,,has_activity_evidence_mapping,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p10_inventory_0107,activity_mapping::fugitive_emissions,batch_09
medium,17,documents_methodology,seed_batch_09,,report::r413_honeywellinternational__20250__impactreport,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p17_scope_2_0129,batch_09
,,for_scope,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p17_scope_2_0129,scope::scope_2,batch_09
,,has_assurance_stage,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p17_scope_2_0129,assurance::report_disclosure,batch_09
,,has_calculation_method,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p17_scope_2_0129,calc_method::location_based,batch_09
medium,17,documents_methodology,seed_batch_09,,report::r413_honeywellinternational__20250__impactreport,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p17_scope_2_0131,batch_09
,,for_scope,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p17_scope_2_0131,scope::scope_2,batch_09
,,has_assurance_stage,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p17_scope_2_0131,assurance::assurance,batch_09
,,has_calculation_method,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p17_scope_2_0131,calc_method::location_based,batch_09
medium,61,documents_methodology,seed_batch_09,,report::r413_honeywellinternational__20250__impactreport,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p61_scope_2_0133,batch_09
,,for_scope,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p61_scope_2_0133,scope::scope_2,batch_09
,,has_assurance_stage,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p61_scope_2_0133,assurance::report_disclosure,batch_09
,,has_calculation_method,,,methodology::batch_09_r413_honeywellinternational_20250_impactreport_p61_scope_2_0133,calc_method::location_based,batch_09
medium,28,documents_methodology,seed_batch_09,,report::r416_mitsubishielectric__20240__integratedreport,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p28_scope_1_0134,batch_09
,,for_scope,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p28_scope_1_0134,scope::scope_1,batch_09
,,has_assurance_stage,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p28_scope_1_0134,assurance::report_disclosure,batch_09
,,has_activity_category,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p28_scope_1_0134,activity::process_emissions,batch_09
,,has_activity_standard_category,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p28_scope_1_0134,activity_standard::process_emissions,batch_09
,,has_activity_evidence_mapping,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p28_scope_1_0134,activity_mapping::process_emissions,batch_09
medium,135,documents_methodology,seed_batch_09,,report::r416_mitsubishielectric__20240__integratedreport,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p135_scope_1_0137,batch_09
,,for_scope,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p135_scope_1_0137,scope::scope_1,batch_09
,,has_assurance_stage,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p135_scope_1_0137,assurance::report_disclosure,batch_09
,,has_activity_category,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p135_scope_1_0137,activity::process_emissions,batch_09
,,has_activity_standard_category,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p135_scope_1_0137,activity_standard::process_emissions,batch_09
,,has_activity_evidence_mapping,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p135_scope_1_0137,activity_mapping::process_emissions,batch_09
medium,69,documents_methodology,seed_batch_09,,report::r416_mitsubishielectric__20240__integratedreport,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_3_0141,batch_09
,,for_scope,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_3_0141,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_3_0141,assurance::verification,batch_09
,,has_scope3_category,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_3_0141,scope3::1_0,batch_09
medium,69,documents_methodology,seed_batch_09,,report::r416_mitsubishielectric__20240__integratedreport,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_3_0142,batch_09
,,for_scope,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_3_0142,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_3_0142,assurance::verification,batch_09
,,has_scope3_category,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_3_0142,scope3::11_0,batch_09
medium,133,documents_methodology,seed_batch_09,,report::r416_mitsubishielectric__20240__integratedreport,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p133_inventory_0143,batch_09
,,has_data_source_type,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p133_inventory_0143,data_source::secondary_data,batch_09
,,has_assurance_stage,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p133_inventory_0143,assurance::report_disclosure,batch_09
medium,134,documents_methodology,seed_batch_09,,report::r416_mitsubishielectric__20240__integratedreport,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p134_scope_3_0144,batch_09
,,for_scope,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p134_scope_3_0144,scope::scope_3,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p134_scope_3_0144,data_quality::estimated_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p134_scope_3_0144,assurance::report_disclosure,batch_09
medium,134,documents_methodology,seed_batch_09,,report::r416_mitsubishielectric__20240__integratedreport,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p134_scope_3_0145,batch_09
,,for_scope,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p134_scope_3_0145,scope::scope_3,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p134_scope_3_0145,data_quality::estimated_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p134_scope_3_0145,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p134_scope_3_0145,scope3::4_0,batch_09
medium,69,documents_methodology,seed_batch_09,,report::r416_mitsubishielectric__20240__integratedreport,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_1_0152,batch_09
,,for_scope,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_1_0152,scope::scope_1,batch_09
,,has_assurance_stage,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_1_0152,assurance::report_disclosure,batch_09
,,has_activity_category,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_1_0152,activity::process_emissions,batch_09
,,has_activity_standard_category,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_1_0152,activity_standard::process_emissions,batch_09
,,has_activity_evidence_mapping,,,methodology::batch_09_r416_mitsubishielectric_20240_integratedreport_p69_scope_1_0152,activity_mapping::process_emissions,batch_09
medium,37,documents_methodology,seed_batch_09,,report::r421_jardinematheson__20240__sustainabilityreport,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p37_scope_1_0156,batch_09
,,for_scope,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p37_scope_1_0156,scope::scope_1,batch_09
,,has_assurance_stage,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p37_scope_1_0156,assurance::report_disclosure,batch_09
,,has_activity_category,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p37_scope_1_0156,activity::fugitive_emissions,batch_09
,,has_activity_standard_category,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p37_scope_1_0156,activity_standard::fugitive_emissions,batch_09
,,has_activity_evidence_mapping,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p37_scope_1_0156,activity_mapping::fugitive_emissions,batch_09
medium,93,documents_methodology,seed_batch_09,,report::r421_jardinematheson__20240__sustainabilityreport,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_2_0158,batch_09
,,for_scope,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_2_0158,scope::scope_2,batch_09
,,has_assurance_stage,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_2_0158,assurance::report_disclosure,batch_09
,,has_calculation_method,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_2_0158,calc_method::market_based,batch_09
medium,93,documents_methodology,seed_batch_09,,report::r421_jardinematheson__20240__sustainabilityreport,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0159,batch_09
,,for_scope,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0159,scope::scope_1,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0159,data_quality::derived_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0159,assurance::report_disclosure,batch_09
medium,93,documents_methodology,seed_batch_09,,report::r421_jardinematheson__20240__sustainabilityreport,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0160,batch_09
,,for_scope,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0160,scope::scope_1,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0160,data_quality::derived_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0160,assurance::report_disclosure,batch_09
,,has_activity_category,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0160,activity::fugitive_emissions,batch_09
,,has_activity_standard_category,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0160,activity_standard::fugitive_emissions,batch_09
,,has_activity_evidence_mapping,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p93_scope_1_0160,activity_mapping::fugitive_emissions,batch_09
medium,34,documents_methodology,seed_batch_09,,report::r421_jardinematheson__20240__sustainabilityreport,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p34_scope_1_0162,batch_09
,,for_scope,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p34_scope_1_0162,scope::scope_1,batch_09
,,has_assurance_stage,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p34_scope_1_0162,assurance::report_disclosure,batch_09
,,has_activity_category,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p34_scope_1_0162,activity::fugitive_emissions,batch_09
,,has_activity_standard_category,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p34_scope_1_0162,activity_standard::fugitive_emissions,batch_09
,,has_activity_evidence_mapping,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p34_scope_1_0162,activity_mapping::fugitive_emissions,batch_09
medium,92,documents_methodology,seed_batch_09,,report::r421_jardinematheson__20240__sustainabilityreport,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p92_scope_2_0165,batch_09
,,for_scope,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p92_scope_2_0165,scope::scope_2,batch_09
,,has_assurance_stage,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p92_scope_2_0165,assurance::report_disclosure,batch_09
,,has_calculation_method,,,methodology::batch_09_r421_jardinematheson_20240_sustainabilityreport_p92_scope_2_0165,calc_method::market_based,batch_09
medium,20,documents_methodology,seed_batch_09,,report::r422_mondelezinternational__20240__esgreport,methodology::batch_09_r422_mondelezinternational_20240_esgreport_p20_scope_1_0167,batch_09
,,for_scope,,,methodology::batch_09_r422_mondelezinternational_20240_esgreport_p20_scope_1_0167,scope::scope_1,batch_09
,,has_assurance_stage,,,methodology::batch_09_r422_mondelezinternational_20240_esgreport_p20_scope_1_0167,assurance::report_disclosure,batch_09
,,has_activity_category,,,methodology::batch_09_r422_mondelezinternational_20240_esgreport_p20_scope_1_0167,activity::fugitive_emissions,batch_09
,,has_activity_standard_category,,,methodology::batch_09_r422_mondelezinternational_20240_esgreport_p20_scope_1_0167,activity_standard::fugitive_emissions,batch_09
,,has_activity_evidence_mapping,,,methodology::batch_09_r422_mondelezinternational_20240_esgreport_p20_scope_1_0167,activity_mapping::fugitive_emissions,batch_09
medium,155,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p155_scope_2_0181,batch_09
,,for_scope,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p155_scope_2_0181,scope::scope_2,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p155_scope_2_0181,assurance::report_disclosure,batch_09
,,has_calculation_method,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p155_scope_2_0181,calc_method::market_based,batch_09
medium,156,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p156_scope_3_0198,batch_09
,,for_scope,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p156_scope_3_0198,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p156_scope_3_0198,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p156_scope_3_0198,scope3::4_0,batch_09
medium,9,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p9_inventory_0199,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p9_inventory_0199,data_quality::derived_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p9_inventory_0199,assurance::report_disclosure,batch_09
medium,21,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p21_inventory_0200,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p21_inventory_0200,data_quality::derived_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p21_inventory_0200,assurance::report_disclosure,batch_09
medium,132,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p132_inventory_0202,batch_09
,,has_data_source_type,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p132_inventory_0202,data_source::secondary_data,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p132_inventory_0202,assurance::report_disclosure,batch_09
medium,133,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0203,batch_09
,,for_scope,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0203,scope::scope_3,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0203,data_quality::derived_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0203,assurance::report_disclosure,batch_09
medium,133,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0204,batch_09
,,for_scope,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0204,scope::scope_3,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0204,data_quality::derived_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0204,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0204,scope3::1_0,batch_09
medium,133,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0205,batch_09
,,for_scope,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0205,scope::scope_3,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0205,data_quality::derived_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0205,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0205,scope3::11_0,batch_09
medium,133,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0207,batch_09
,,for_scope,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0207,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0207,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p133_scope_3_0207,scope3::1_0,batch_09
medium,134,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p134_inventory_0208,batch_09
,,has_data_quality_flag,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p134_inventory_0208,data_quality::derived_value,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p134_inventory_0208,assurance::report_disclosure,batch_09
medium,137,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p137_inventory_0209,batch_09
,,has_data_source_type,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p137_inventory_0209,data_source::secondary_data,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p137_inventory_0209,assurance::report_disclosure,batch_09
medium,13,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p13_scope_3_0215,batch_09
,,for_scope,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p13_scope_3_0215,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p13_scope_3_0215,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p13_scope_3_0215,scope3::1_0,batch_09
medium,13,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p13_scope_3_0216,batch_09
,,for_scope,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p13_scope_3_0216,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p13_scope_3_0216,assurance::report_disclosure,batch_09
,,has_scope3_category,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p13_scope_3_0216,scope3::11_0,batch_09
medium,53,documents_methodology,seed_batch_09,,report::r423_daiwahouseindustry__20250__sustainabilityreport,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p53_scope_3_0217,batch_09
,,for_scope,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p53_scope_3_0217,scope::scope_3,batch_09
,,has_assurance_stage,,,methodology::batch_09_r423_daiwahouseindustry_20250_sustainabilityreport_p53_scope_3_0217,assurance::report_disclosure,batch_09
