evidence_page,relation,source,target
,publishes,company::r301_swissre,report::r301_swissre__20240__sustainabilityreport
,matched_to_source,report::r301_swissre__20240__sustainabilityreport,source::2024-SWISS RE-sustainability-report-en.pdf
,publishes,company::r302_chubb,report::r302_chubb__20240__sustainabilityreport
,matched_to_source,report::r302_chubb__20240__sustainabilityreport,source::Chubb-2024-Sustainability-Report.pdf
,publishes,company::r305_denso,report::r305_denso__20240__annualreport
,matched_to_source,report::r305_denso__20240__annualreport,source::DENSO-annual-report-doc-2024-printing-en.pdf
,publishes,company::r310_vodafonegroup,report::r310_vodafonegroup__20250__annualreport
,matched_to_source,report::r310_vodafonegroup__20250__annualreport,source::Vodafone 2025 Annual Report.pdf
,publishes,company::r311_plainsgpholdings公司,report::r311_plainsgpholdings公司__20230__sustainabilityreport
,matched_to_source,report::r311_plainsgpholdings公司__20230__sustainabilityreport,source::2023_plains_sustainability_report_v2-1.pdf
,publishes,company::r313_exor集团,report::r313_exor集团__20230__sustainabilityreport
,matched_to_source,report::r313_exor集团__20230__sustainabilityreport,source::EXOR GROUP Sustainability Report 2023.pdf
,publishes,company::r315_unicreditgroup,report::r315_unicreditgroup__20240__annualreport
,matched_to_source,report::r315_unicreditgroup__20240__annualreport,source::2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf
,publishes,company::r317_tokyoelectricpower,report::r317_tokyoelectricpower__20240__other
,matched_to_source,report::r317_tokyoelectricpower__20240__other,source::TOKYO ELECTRIC POWER TP2024_en_web_print.pdf
,publishes,company::r318_sumitomo,report::r318_sumitomo__20240__sustainabilityreport
,matched_to_source,report::r318_sumitomo__20240__sustainabilityreport,source::2024_SUMITOMO_sustainability_report.pdf
,publishes,company::r319_worldkinect公司,report::r319_worldkinect公司__20220__sustainabilityreport
,matched_to_source,report::r319_worldkinect公司__20220__sustainabilityreport,source::WORLD KINECT——Sustainability_Report_Published_2022.pdf
,publishes,company::r320_orange公司,report::r320_orange公司__20240__other
,matched_to_source,report::r320_orange公司__20240__other,source::ORANGE rapport annuel 2024-2025.pdf
,publishes,company::r322_ingkagroup,report::r322_ingkagroup__nan__sustainabilityreport
,matched_to_source,report::r322_ingkagroup__nan__sustainabilityreport,source::ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf
,classified_as,company::r263_novartis,industry::C
,classified_as,company::r264_riotintogroup,industry::B
,classified_as,company::r270_unitedairlinesholdings,industry::G
,classified_as,company::r273_iberdrola公司,industry::I
,classified_as,company::r275_idemitsukosan,industry::D
,classified_as,company::r278_americanairlinesgroup,industry::G
,classified_as,company::r282_volvo,industry::C
,classified_as,company::r283_intesasanpaolo,industry::J
,classified_as,company::r286_bayer,industry::C
,classified_as,company::r287_tokiomarineholdings,industry::J
,classified_as,company::r289_maerskgroup,industry::C
,classified_as,company::r297_sanofi,industry::C
,classified_as,company::r298_marubeni,industry::L
,classified_as,company::r301_swissre,industry::J
,classified_as,company::r302_chubb,industry::J
,classified_as,company::r305_denso,industry::C
,classified_as,company::r310_vodafonegroup,industry::I
,classified_as,company::r311_plainsgpholdings公司,industry::G
,classified_as,company::r313_exor集团,industry::J
,classified_as,company::r315_unicreditgroup,industry::J
,classified_as,company::r317_tokyoelectricpower,industry::I
,classified_as,company::r318_sumitomo,industry::L
,classified_as,company::r319_worldkinect公司,industry::D
,classified_as,company::r320_orange公司,industry::I
,classified_as,company::r322_ingkagroup,industry::F
2,documents_standard_reference,report::r263_novartis__20240__integratedreport,standard_ref::batch_07__r263_novartis__20240__integratedreport__gri
,references_standard,standard_ref::batch_07__r263_novartis__20240__integratedreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_07__r263_novartis__20240__integratedreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_07__r263_novartis__20240__integratedreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r263_novartis__20240__integratedreport,standard_ref::batch_07__r263_novartis__20240__integratedreport__tcfd
,references_standard,standard_ref::batch_07__r263_novartis__20240__integratedreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_07__r263_novartis__20240__integratedreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_07__r263_novartis__20240__integratedreport__tcfd,standard_role::Disclosure recommendation
27,documents_standard_reference,report::r263_novartis__20240__integratedreport,standard_ref::batch_07__r263_novartis__20240__integratedreport__sbti
,references_standard,standard_ref::batch_07__r263_novartis__20240__integratedreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_07__r263_novartis__20240__integratedreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_07__r263_novartis__20240__integratedreport__sbti,standard_role::Target validation guideline
28,documents_standard_reference,report::r263_novartis__20240__integratedreport,standard_ref::batch_07__r263_novartis__20240__integratedreport__ghg_protocol
,references_standard,standard_ref::batch_07__r263_novartis__20240__integratedreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_07__r263_novartis__20240__integratedreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_07__r263_novartis__20240__integratedreport__ghg_protocol,standard_role::Accounting standard
35,documents_standard_reference,report::r264_riotintogroup__20240__annualreport,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__gri
,references_standard,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__gri,standard_role::Disclosure standard
50,documents_standard_reference,report::r264_riotintogroup__20240__annualreport,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__ifrs_s2
,references_standard,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__ifrs_s2,standard_role::Disclosure standard
55,documents_standard_reference,report::r264_riotintogroup__20240__annualreport,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__ghg_protocol
,references_standard,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__ghg_protocol,standard_role::Accounting standard
77,documents_standard_reference,report::r264_riotintogroup__20240__annualreport,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__tcfd
,references_standard,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_07__r264_riotintogroup__20240__annualreport__tcfd,standard_role::Disclosure recommendation
3,documents_standard_reference,report::r270_unitedairlinesholdings__20240__other,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__tcfd
,references_standard,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__tcfd,standard_role::Disclosure recommendation
41,documents_standard_reference,report::r270_unitedairlinesholdings__20240__other,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__sbti
,references_standard,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__sbti,standard_role::Target validation guideline
43,documents_standard_reference,report::r270_unitedairlinesholdings__20240__other,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__ghg_protocol
,references_standard,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__ghg_protocol,standard_role::Accounting standard
87,documents_standard_reference,report::r270_unitedairlinesholdings__20240__other,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__esrs_csrd
,references_standard,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_07__r270_unitedairlinesholdings__20240__other__esrs_csrd,standard_role::Disclosure standard
5,documents_standard_reference,report::r273_iberdrola公司__20240__sustainabilityreport,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
15,documents_standard_reference,report::r273_iberdrola公司__20240__sustainabilityreport,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
15,documents_standard_reference,report::r273_iberdrola公司__20240__sustainabilityreport,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__ifrs_s2
,references_standard,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__ifrs_s2,standard_role::Disclosure standard
51,documents_standard_reference,report::r273_iberdrola公司__20240__sustainabilityreport,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__gri,standard_role::Disclosure standard
81,documents_standard_reference,report::r273_iberdrola公司__20240__sustainabilityreport,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__sbti
,references_standard,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__sbti,standard_role::Target validation guideline
93,documents_standard_reference,report::r273_iberdrola公司__20240__sustainabilityreport,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
103,documents_standard_reference,report::r273_iberdrola公司__20240__sustainabilityreport,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__iso_14064
,references_standard,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__iso_14064,standard::ISO 14064
,belongs_to_standard_family,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__iso_14064,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__iso_14064,standard_role::Guideline
111,documents_standard_reference,report::r273_iberdrola公司__20240__sustainabilityreport,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_07__r273_iberdrola公司__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r275_idemitsukosan__nan__integratedreport,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__gri
,references_standard,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r275_idemitsukosan__nan__integratedreport,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__sasb
,references_standard,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r275_idemitsukosan__nan__integratedreport,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__tcfd
,references_standard,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_07__r275_idemitsukosan__nan__integratedreport__tcfd,standard_role::Disclosure recommendation
2,documents_standard_reference,report::r278_americanairlinesgroup__20240__sustainabilityreport,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r278_americanairlinesgroup__20240__sustainabilityreport,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
14,documents_standard_reference,report::r278_americanairlinesgroup__20240__sustainabilityreport,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sbti
,references_standard,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sbti,standard_role::Target validation guideline
81,documents_standard_reference,report::r278_americanairlinesgroup__20240__sustainabilityreport,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
23,documents_standard_reference,report::r282_volvo__20240__annualreport,standard_ref::batch_07__r282_volvo__20240__annualreport__sbti
,references_standard,standard_ref::batch_07__r282_volvo__20240__annualreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_07__r282_volvo__20240__annualreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_07__r282_volvo__20240__annualreport__sbti,standard_role::Target validation guideline
36,documents_standard_reference,report::r282_volvo__20240__annualreport,standard_ref::batch_07__r282_volvo__20240__annualreport__gri
,references_standard,standard_ref::batch_07__r282_volvo__20240__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_07__r282_volvo__20240__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_07__r282_volvo__20240__annualreport__gri,standard_role::Disclosure standard
145,documents_standard_reference,report::r282_volvo__20240__annualreport,standard_ref::batch_07__r282_volvo__20240__annualreport__esrs_csrd
,references_standard,standard_ref::batch_07__r282_volvo__20240__annualreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_07__r282_volvo__20240__annualreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_07__r282_volvo__20240__annualreport__esrs_csrd,standard_role::Disclosure standard
152,documents_standard_reference,report::r282_volvo__20240__annualreport,standard_ref::batch_07__r282_volvo__20240__annualreport__ghg_protocol
,references_standard,standard_ref::batch_07__r282_volvo__20240__annualreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_07__r282_volvo__20240__annualreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_07__r282_volvo__20240__annualreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r283_intesasanpaolo__20240__climatereport,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__tcfd
,references_standard,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__tcfd,standard_role::Disclosure recommendation
6,documents_standard_reference,report::r283_intesasanpaolo__20240__climatereport,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__sbti
,references_standard,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__sbti,standard_role::Target validation guideline
22,documents_standard_reference,report::r283_intesasanpaolo__20240__climatereport,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__esrs_csrd
,references_standard,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__esrs_csrd,standard_role::Disclosure standard
30,documents_standard_reference,report::r283_intesasanpaolo__20240__climatereport,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__ifrs_s2
,references_standard,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__ifrs_s2,standard_role::Disclosure standard
64,documents_standard_reference,report::r283_intesasanpaolo__20240__climatereport,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__pcaf
,references_standard,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__pcaf,standard_role::Accounting standard
101,documents_standard_reference,report::r283_intesasanpaolo__20240__climatereport,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__ghg_protocol
,references_standard,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_07__r283_intesasanpaolo__20240__climatereport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r286_bayer__20240__impactreport,standard_ref::batch_07__r286_bayer__20240__impactreport__gri
,references_standard,standard_ref::batch_07__r286_bayer__20240__impactreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_07__r286_bayer__20240__impactreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_07__r286_bayer__20240__impactreport__gri,standard_role::Disclosure standard
4,documents_standard_reference,report::r286_bayer__20240__impactreport,standard_ref::batch_07__r286_bayer__20240__impactreport__ghg_protocol
,references_standard,standard_ref::batch_07__r286_bayer__20240__impactreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_07__r286_bayer__20240__impactreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_07__r286_bayer__20240__impactreport__ghg_protocol,standard_role::Accounting standard
4,documents_standard_reference,report::r286_bayer__20240__impactreport,standard_ref::batch_07__r286_bayer__20240__impactreport__esrs_csrd
,references_standard,standard_ref::batch_07__r286_bayer__20240__impactreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_07__r286_bayer__20240__impactreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_07__r286_bayer__20240__impactreport__esrs_csrd,standard_role::Disclosure standard
8,documents_standard_reference,report::r286_bayer__20240__impactreport,standard_ref::batch_07__r286_bayer__20240__impactreport__sbti
,references_standard,standard_ref::batch_07__r286_bayer__20240__impactreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_07__r286_bayer__20240__impactreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_07__r286_bayer__20240__impactreport__sbti,standard_role::Target validation guideline
11,documents_standard_reference,report::r287_tokiomarineholdings__20250__sustainabilityreport,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
94,documents_standard_reference,report::r287_tokiomarineholdings__20250__sustainabilityreport,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
169,documents_standard_reference,report::r287_tokiomarineholdings__20250__sustainabilityreport,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__pcaf
,references_standard,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__pcaf,standard_role::Accounting standard
194,documents_standard_reference,report::r287_tokiomarineholdings__20250__sustainabilityreport,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__gri
,references_standard,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_07__r287_tokiomarineholdings__20250__sustainabilityreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r289_maerskgroup__20240__annualreport,standard_ref::batch_07__r289_maerskgroup__20240__annualreport__esrs_csrd
,references_standard,standard_ref::batch_07__r289_maerskgroup__20240__annualreport__esrs_csrd,standard::ESRS/CSRD
